1,1,200
2,1,0
3,1,200
4,1,200
5,1,0
6,1,0
7,1,200
8,1,200
9,1,200
10,1,0
11,1,200
12,1,200
13,1,200
14,1,200
15,1,0
16,1,200
17,1,0
18,1,200
19,1,0
20,1,0
21,1,200
22,1,0
23,1,0
24,1,0
25,1,200
26,1,0
27,1,0
28,1,200
29,1,0
30,1,0
31,1,200
32,1,200
33,1,0
34,1,0
35,1,0
36,1,200
37,1,0
38,1,0
39,1,200
40,1,200
41,1,200
42,1,0
43,1,200
44,1,200
45,1,200
46,1,0
47,1,200
48,1,0
49,1,200
50,1,0
51,1,200
52,1,0
53,1,0
54,1,0
55,1,200
56,1,0
57,1,200
58,1,0
59,1,200
60,1,200
61,1,0
62,1,0
63,1,200
64,1,200
65,1,200
66,1,200
67,1,200
68,1,0
69,1,0
70,1,0
71,1,200
72,1,200
73,1,200
74,1,0
75,1,200
76,1,200
77,1,0
78,1,0
79,1,200
80,1,200
81,1,0
82,1,200
83,1,0
84,1,0
85,1,200
86,1,0
87,1,200
88,1,200
89,1,200
90,1,200
91,1,200
92,1,200
93,1,0
94,1,0
95,1,0
96,1,200
97,1,200
98,1,200
99,1,200
100,1,200
101,1,0
102,1,200
103,1,0
104,1,0
105,1,0
106,1,0
107,1,200
108,1,200
109,1,200
110,1,0
111,1,0
112,1,200
113,1,200
114,1,200
115,1,0
116,1,0
117,1,200
118,1,0
119,1,0
120,1,0
121,1,200
122,1,0
123,1,200
124,1,0
125,1,0
126,1,0
127,1,200
128,1,0
129,1,0
130,1,0
131,1,200
132,1,200
133,1,0
134,1,0
135,1,0
136,1,0
137,1,200
138,1,200
139,1,200
140,1,0
141,1,0
142,1,0
143,1,0
144,1,200
145,1,0
146,1,200
147,1,0
148,1,200
149,1,200
150,1,0
151,1,0
152,1,0
153,1,0
154,1,200
155,1,0
156,1,0
157,1,0
158,1,0
159,1,200
160,1,200
161,1,0
162,1,200
163,1,0
164,1,200
165,1,200
166,1,200
167,1,200
168,1,0
169,1,200
170,1,0
171,1,0
172,1,200
173,1,200
174,1,0
175,1,200
176,1,200
177,1,0
178,1,0
179,1,0
180,1,200
181,1,0
182,1,200
183,1,200
184,1,200
185,1,0
186,1,200
187,1,200
188,1,0
189,1,0
190,1,200
191,1,0
192,1,200
193,1,0
194,1,0
195,1,0
196,1,0
197,1,0
198,1,200
199,1,200
200,1,200
201,1,200
202,1,0
203,1,200
204,1,200
205,1,200
206,1,200
207,1,0
208,1,200
209,1,0
210,1,200
211,1,0
212,1,200
213,1,200
214,1,0
215,1,200
216,1,0
217,1,0
218,1,200
219,1,0
220,1,0
221,1,200
222,1,0
223,1,200
224,1,200
225,1,0
226,1,0
227,1,200
228,1,0
229,1,0
230,1,0
231,1,0
232,1,200
233,1,0
234,1,200
235,1,200
236,1,0
237,1,0
238,1,0
239,1,200
240,1,0
241,1,0
242,1,200
243,1,0
244,1,0
245,1,200
246,1,0
247,1,200
