1,red,2.0,0.0
2,red,0.0,0.0
3,red,2.0,0.0
4,red,2.0,0.0
5,red,0.0,0.0
6,red,0.0,0.0
7,red,2.0,0.0
8,red,2.0,0.0
9,red,2.0,0.0
10,red,0.0,0.0
11,red,2.0,0.0
12,red,2.0,0.0
13,red,2.0,0.0
14,red,2.0,0.0
15,red,0.0,0.0
16,red,2.0,0.0
17,red,0.0,0.0
18,red,2.0,0.0
19,red,0.0,0.0
20,red,0.0,0.0
21,red,2.0,0.0
22,red,0.0,0.0
23,red,0.0,0.0
24,red,0.0,0.0
25,red,2.0,0.0
26,red,0.0,0.0
27,red,0.0,0.0
28,red,2.0,0.0
29,red,0.0,0.0
30,red,0.0,0.0
31,red,2.0,0.0
32,red,2.0,0.0
33,red,0.0,0.0
34,red,0.0,0.0
35,red,0.0,0.0
36,red,2.0,0.0
37,red,0.0,0.0
38,red,0.0,0.0
39,red,2.0,0.0
40,red,2.0,0.0
41,red,2.0,0.0
42,red,0.0,0.0
43,red,2.0,0.0
44,red,2.0,0.0
45,red,2.0,0.0
46,red,0.0,0.0
47,red,2.0,0.0
48,red,0.0,0.0
49,red,2.0,0.0
50,red,0.0,0.0
51,red,2.0,0.0
52,red,0.0,0.0
53,red,0.0,0.0
54,red,0.0,0.0
55,red,2.0,0.0
56,red,0.0,0.0
57,red,2.0,0.0
58,red,0.0,0.0
59,red,2.0,0.0
60,red,2.0,0.0
61,red,0.0,0.0
62,red,0.0,0.0
63,red,2.0,0.0
64,red,2.0,0.0
65,red,2.0,0.0
66,red,2.0,0.0
67,red,2.0,0.0
68,red,0.0,0.0
69,red,0.0,0.0
70,red,0.0,0.0
71,red,2.0,0.0
72,red,2.0,0.0
73,red,2.0,0.0
74,red,0.0,0.0
75,red,2.0,0.0
76,red,2.0,0.0
77,red,0.0,0.0
78,red,0.0,0.0
79,red,2.0,0.0
80,red,2.0,0.0
81,red,0.0,0.0
82,red,2.0,0.0
83,red,0.0,0.0
84,red,0.0,0.0
85,red,2.0,0.0
86,red,0.0,0.0
87,red,2.0,0.0
88,red,2.0,0.0
89,red,2.0,0.0
90,red,2.0,0.0
91,red,2.0,0.0
92,red,2.0,0.0
93,red,0.0,0.0
94,red,0.0,0.0
95,red,0.0,0.0
96,red,2.0,0.0
97,red,2.0,0.0
98,red,2.0,0.0
99,red,2.0,0.0
100,red,2.0,0.0
101,red,0.0,0.0
102,red,2.0,0.0
103,red,0.0,0.0
104,red,0.0,0.0
105,red,0.0,0.0
106,red,0.0,0.0
107,red,2.0,0.0
108,red,2.0,0.0
109,red,2.0,0.0
110,red,0.0,0.0
111,red,0.0,0.0
112,red,2.0,0.0
113,red,2.0,0.0
114,red,2.0,0.0
115,red,0.0,0.0
116,red,0.0,0.0
117,red,2.0,0.0
118,red,0.0,0.0
119,red,0.0,0.0
120,red,0.0,0.0
121,red,2.0,0.0
122,red,0.0,0.0
123,red,2.0,0.0
124,red,0.0,0.0
125,red,0.0,0.0
126,red,0.0,0.0
127,red,2.0,0.0
128,red,0.0,0.0
129,red,0.0,0.0
130,red,0.0,0.0
131,red,2.0,0.0
132,red,2.0,0.0
133,red,0.0,0.0
134,red,0.0,0.0
135,red,0.0,0.0
136,red,0.0,0.0
137,red,2.0,0.0
138,red,2.0,0.0
139,red,2.0,0.0
140,red,0.0,0.0
141,red,0.0,0.0
142,red,0.0,0.0
143,red,0.0,0.0
144,red,2.0,0.0
145,red,0.0,0.0
146,red,2.0,0.0
147,red,0.0,0.0
148,red,2.0,0.0
149,red,2.0,0.0
150,red,0.0,0.0
151,red,0.0,0.0
152,red,0.0,0.0
153,red,0.0,0.0
154,red,2.0,0.0
155,red,0.0,0.0
156,red,0.0,0.0
157,red,0.0,0.0
158,red,0.0,0.0
159,red,2.0,0.0
160,red,2.0,0.0
161,red,0.0,0.0
162,red,2.0,0.0
163,red,0.0,0.0
164,red,2.0,0.0
165,red,2.0,0.0
166,red,2.0,0.0
167,red,2.0,0.0
168,red,0.0,0.0
169,red,2.0,0.0
170,red,0.0,0.0
171,red,0.0,0.0
172,red,2.0,0.0
173,red,2.0,0.0
174,red,0.0,0.0
175,red,2.0,0.0
176,red,2.0,0.0
177,red,0.0,0.0
178,red,0.0,0.0
179,red,0.0,0.0
180,red,2.0,0.0
181,red,0.0,0.0
182,red,2.0,0.0
183,red,2.0,0.0
184,red,2.0,0.0
185,red,0.0,0.0
186,red,2.0,0.0
187,red,2.0,0.0
188,red,0.0,0.0
189,red,0.0,0.0
190,red,2.0,0.0
191,red,0.0,0.0
192,red,2.0,0.0
193,red,0.0,0.0
194,red,0.0,0.0
195,red,0.0,0.0
196,red,0.0,0.0
197,red,0.0,0.0
198,red,2.0,0.0
199,red,2.0,0.0
200,red,2.0,0.0
201,red,2.0,0.0
202,red,0.0,0.0
203,red,2.0,0.0
204,red,2.0,0.0
205,red,2.0,0.0
206,red,2.0,0.0
207,red,0.0,0.0
208,red,2.0,0.0
209,red,0.0,0.0
210,red,2.0,0.0
211,red,0.0,0.0
212,red,2.0,0.0
213,red,2.0,0.0
214,red,0.0,0.0
215,red,2.0,0.0
216,red,0.0,0.0
217,red,0.0,0.0
218,red,2.0,0.0
219,red,0.0,0.0
220,red,0.0,0.0
